Longitude,Latitude
-111.8771612,40.67434700600003
-111.86849,40.67431922324464
-111.8758212,40.67434185850004
-111.8896871,40.687012248500054
-111.9134338,40.68702707237856
-111.8775565,40.687072673000046
-111.8713531,40.69347937472708
-111.8713012,40.705736390257904
-111.8654053,40.67040752850005
-111.8435651,40.70462675733218
-111.8152135,40.695271936005405
-111.8540555,40.69178203750005
-111.8598495,40.674304453122296
-111.8149854,40.705553025841205
-111.7917065,40.6839957
-111.8096823,40.688949195055464
-111.8654693,40.69347632706297
-111.8686865,40.68706408600005
-111.8340811,40.70523667311467
-111.8340397,40.689436467084946
-111.8478846,40.67427943174606
-111.796026,40.68799379350003
-111.8882646,40.68280122303983
-111.8713965,40.680750255725606
-111.8484357,40.68069056845688
-111.8655421,40.684318467000054
-111.8559336,40.69991231800006
-111.8478587,40.692279575760274
-111.8497258,40.68709439400007
-111.8244685,40.69475420500004
-111.8654889,40.70269052893891
-111.798511,40.67394319222974
-111.8598297,40.685415156500056
-111.8550847,40.70297068554512
-111.8198975,40.71130709956934
-111.8770064,40.68070735576418
-111.8543511,40.66673341774621
-111.7978127,40.68937431889966
-111.8334086,40.69407241354835
-111.8541017,40.68376496250005
-111.8510917,40.666689811701964
-111.8244524,40.705580565010365
-111.7919455,40.67837427
-111.8523827,40.699909976345616
-111.7946721,40.70289685870076
-111.8518724,40.703015717828265
-111.8541289,40.67538156
-111.8693139,40.69987674200004
-111.8292736,40.68708854906977
-111.865538,40.67188664650004
-111.8530151,40.706200723500075
-111.8665573,40.699888008000045
-111.8651613,40.665763768143485
-111.8997611,40.68402950561855
-111.905508,40.68547833662469
-111.7979709,40.68027386585515
-111.8025143,40.67444095380974
-111.7955541,40.69985113200005
-111.8054734,40.707652691670816
